bn:00041942n	
bn:00062759n	تَدْبِیر‎ نَقشَہ‎
bn:00027473n	
bn:00019780n	آب_و_ہوا آب_و_ہوا‎ اب_و_ہوا
bn:00021721n	
bn:00063819n	
bn:00066603n	
bn:00017153n	
bn:00036512n	جمعہ جمعہ‎ شکروار‎ شکر‎ جمعۃ_المبارك جمعۃ_المبارک
bn:00067024n	
bn:00028015n	دستاویز دَسْتاویز‎ سَنَد‎ کاغَذ‎
bn:00025780n	
bn:00078738n	
bn:00013941n	
bn:00076588n	دورانیہ
bn:00076732n	متن
bn:00008786n	بنیاد‎
bn:00008568n	
bn:00041712n	
bn:00058511n	
bn:00061005n	
bn:00001549n	
bn:00026838n	مذاکرہ‎
bn:00077267n	
bn:00045153n	دُنیا دنیا دنیا‎ لوک‎ عالم جگ دنيا دُنيا
bn:00029424n	زمین ارض‎ زمین‎ پرتھوی‎ دنیا ♁ 🌍 🌎 🌏 🗺 🜨 ارض زمين كرہء_ارض كرۂ_ارض کرہء_ارض کرۂ_ارض
bn:00050371n	
bn:00022479n	کوپن_ہیگن کوپنہیگن‎ كوپن_هگن كوپن_ہيگن كوپنهگن كوپنہيگن کوپن_هگن کوپنهگن کوپنہیگن
bn:00014711n	
bn:00081604n	ورکنگ_گروپ
bn:00055644n	زر رقم پيسوں پيسہ پیسوں
bn:00023236n	خود_مختار_ریاست ریاست قوم ملک دیش‎ رِیاسَت‎ قوم‎ مُلْک‎ کِشْوَر‎ خود_مختار_رياست رياست
bn:00058969n	
bn:00040681n	عالمی_حرارت عالمی_حرارت‎ عالمي_حرارت عالمي_گرمائش عالمی_گرمائش موسمیاتی_تبدیلی گلوبل_وارمنگ
bn:00003268n	
bn:00003132n	
bn:00043267n	
bn:00053933n	
bn:00076457n	درجہ_حرارت درجہ_حرارت‎ درجهٔ_حرارت درجۂ_حرارت
bn:00067923n	
bn:00008985n	
bn:00035190n	
bn:00064536n	عملیت‎
bn:00015501n	
bn:00047203n	ترجمان
bn:00036837n	سرکاری
bn:00062275n	
bn:00059783n	خاکہ
bn:00061135n	فیصد percent percentage فيصد
bn:00025966n	
bn:00026694n	ترقی_پذیر_ملک ترقی‌پذیر_ملک developing_country ترقي_پذير_ملك ترقي_پذير_ممالك ترقی_پذیر_ممالک
bn:00061605n	
bn:00021127n	یورپی_اتحاد 🇪🇺 يورپي_اتحاد يورپي_يونين یورپی_یونین
bn:00075965n	talk
bn:00012159n	
bn:00046065n	
bn:00019782n	
bn:00002954n	سیلاب باڑھ‎
bn:00028863n	سوکھا
bn:00025949n	
bn:00025948n	
bn:00035907n	نوع‎
bn:00078848n	وفاقی_حکومت،_ریاستہائے_متحدہ_امریکہ وفاقی_حکومت،_ریاستہائے_متحدہ_امریکا وفاقي_حكومت،_رياستہائے_متحدهٔ_امريكا وفاقي_حكومت،_رياستہائے_متحدهٔ_امريكہ وفاقي_حكومت،_رياستہائے_متحدهٔ_رياستہائے_متحدہ وفاقي_حكومت،_رياستہائے_متحدہ وفاقي_حكومت،_رياستہائے_متحدہ_امريكا وفاقي_حكومت،_رياستہائے_متحدہ_امريكہ وفاقی_حکومت،_ریاستہائے_متحدهٔ_امریکا وفاقی_حکومت،_ریاستہائے_متحدهٔ_امریکہ وفاقی_حکومت،_ریاستہائے_متحدهٔ_ریاستہائے_متحدہ وفاقی_حکومت،_ریاستہائے_متحدہ
bn:00031083n	
bn:00049915n	اصطلاحیات terminology اصطلاحات اصطلاحيات
bn:00024615n	
bn:00056029n	
bn:00042938n	
bn:00016756n	چین برعظیم_چین عوامی_جمہوریہ_چین اصل_سرزمین_چین چِین‎ چائنا بر_عظیم_چین سر_زمین_چین سرزمین_چین عوامي_جمہوريہ_چين عوامي_جمہوريۂ_چين عوامی_جمہوریۂ_چین چائنہ چين
bn:00014103n	
bn:00001135n	
bn:00020980n	
bn:00020977n	
bn:00044982n	
bn:00035831n	وزیر_خارجہ وَزِیرِ_خَارِجَہ‎‎
bn:00003341n	ریاستہائے_متحدہ_امریکا ریاستہائے_متحدہ_امریکہ ریاستہائے_متحدہ ریاست_ہائے_متحدہ اَمْرِیکا‎‎ اَمْرِیکہ‎ رِیاسَت_ہائے_مُتَّحِدَہ‎ رِیاسَتْہائے_مُتَّحِدَۂ_اَمْرِیکہ‎ ریاست_ہائے_متحدہ_امریکا یو_ایس_اے امر_(wikipedia_article)یکہ امريكا امريكي امريكہ امريکہ امریکا امریکہ امریکی رياساتِ_متحدہ_امريكہ رياساتِ_متحدہ_رياستہائے_متحدہ رياست_متحدہ رياست_ہائے_متحدہ_امريكہ رياست_ہائے_متحدہ_رياستہائے_متحدہ رياست_ہاۓ_متحدہ_امريكہ رياست_ہاۓ_متحدہ_رياستہائے_متحدہ رياستہائے_متحدهٔ_امريكا رياستہائے_متحدهٔ_امريكہ رياستہائے_متحدهٔ_رياستہائے_متحدہ رياستہائے_متحدہ رياستہائے_متحدہ_امريكا رياستہائے_متحدہ_امريكہ ریاساتِ_متحدہ_امریکہ ریاساتِ_متحدہ_ریاستہائے_متحدہ ریاست_متحدہ ریاست_ہائے_متحدہ_امریکہ ریاست_ہائے_متحدہ_ریاستہائے_متحدہ ریاست_ہاۓ_متحدہ_امریکہ ریاست_ہاۓ_متحدہ_ریاستہائے_متحدہ ریاستہائے_متحدهٔ_امریکا ریاستہائے_متحدهٔ_امریکہ ریاستہائے_متحدهٔ_ریاستہائے_متحدہ متحدہ_امريكہ متحدہ_امریکہ متحدہ_رياستہائے_متحدہ متحدہ_ریاستہائے_متحدہ
bn:00057209n	
bn:00021164n	عقل_سلیم
bn:00035211n	
bn:00041585n	عالمی_طاقت طاقت عظیم_طاقت superpower عالمي_طاقت
bn:00033819n	
bn:00009080n	
bn:00029678n	معیشت اِقْتِصادِیات‎ اِقْتِصاد‎ مَعِیشَت‎ economy معيشت
bn:00052888n	سیارہ سياروں سيارہ سيارے سيّارہ سیاروں سیارے سیّارہ قدرتي_سيارہ قدرتی_سیارہ
bn:00029239n	واجب
bn:00000085n	24 چوبیس چوبیس‎ چوبيس چوبيسواں چوبیسواں
bn:00046093n	
bn:00026025n	نمایندہ
bn:00022995n	لاگت
bn:00001127n	فعل
bn:00037187n	
bn:00043539n	
bn:00054693n	میکسیکو رياستہائے_متحدہ_ميكسيكو ریاستہائے_متحدہ_میکسیکو ميكسيكو
bn:00017172n	
bn:00001598n	مشیر صلاح_کار‎
bn:00000728n	بین_الاقوامی_معاہدہ
bn:00060798n	
bn:00054277n	رکن‎ عضو‎
bn:00028548n	
bn:00064776n	
bn:00035851n	صبح سویر morning
bn:00009652n	
bn:00065344n	
bn:00064262n	
bn:00010203n	انڈیا بھارت ہند جمہوریہ_ہند جمہوریہ_ہندوستان ہندوستان انڈيا بهارت بھارتي بھارتی جمہوريہ_بھارت جمہوریہ_بھارت
bn:00079330n	
bn:00032654n	
bn:00047688n	
bn:00041200n	وزیر
bn:00001697n	طیارہ ہوائی_جہاز ہوائی_پیما ہوائی_جہاز‎ ہوائی_پیما‎ aeroplane airplane ائيروپلين ائيرپلين ائیروپلین ائیرپلین طيارہ طيارے طیارے پلين پلین
bn:00042663n	
bn:00041948n	
bn:00057552n	
bn:00019405n	
bn:00006479n	
bn:00061450n	لوگ
bn:00000086n	دن day دنوں
bn:00001171n	عسکریت_پسند
bn:00071315n	
bn:00060464n	کاغذ کاغذ‎ كاغذ كاغذ_سازي كاغذات کاغذ_سازی کاغذات
bn:00029345n	برقی_ڈاک ای_میل ای_میل‎ بَرْقی_ڈاک‎ e-mail email inbox اي_ميل برقي_بريد برقي_خط برقي_ڈاك برقی_برید برقی_خط
bn:00017557n	
bn:00047043n	
bn:00054897n	بدھ بدھوار‎ بدھ‎ چہار_شنبہ‎
bn:00010317n	
bn:00079435n	نائب_صدر
bn:00063330n	حکمت_عملی سیاسہ حكمت_عملي
bn:00009664n	
bn:00078365n	جیت ظَفَر‎
bn:00047679n	اسرائیل اسرائی اِسْرائیِل‎ ریاست_اسرائیل ریاستِ_اسرائیل ازرائيل ازرائیل اسرائيل رياست_اسرائيل
bn:00080111n	
bn:00073699n	ٹیم
bn:00052052n	
bn:00016286n	
bn:00063218n	
bn:00000942n	
bn:00000427n	
bn:00030844n	اشتراک‎
bn:00076309n	
bn:00030720n	
bn:00075025n	
bn:00059751n	
bn:00037181n	
bn:00033833n	
bn:00069757n	
bn:00073989n	
bn:00008875n	
bn:00012213n	
bn:00021870n	
bn:00057368n	
bn:00006143n	کلائی کلایٔ كلائي
bn:00069759n	
bn:00034792n	
bn:00065577n	
bn:00081568n	
bn:00081042n	
bn:00005053n	
bn:00044531n	
bn:00044488n	
bn:00050340n	
bn:00025236n	رات شب
bn:00042647n	
bn:00042759n	ہاتھ ہات
bn:00036823n	
bn:00066863n	
bn:00051117n	
bn:00027415n	
bn:00060799n	شَرِیک‎
bn:00023270n	
bn:00062929n	
bn:00002155n	مدد امداد‎ مدد‎
bn:00030719n	
bn:00061606n	
bn:00055094n	منٹ دقیقہ دَقِیقَہ‎ مِنَٹ‎ دقيقهٔ دقيقہ دقیقهٔ
bn:00051301n	
bn:00053001n	
bn:00030341n	
bn:00019848n	
bn:00070056n	
bn:00076788n	
bn:00046200n	
bn:00028114n	ڈالر
bn:00010302n	
bn:00002181n	
bn:00053460n	
bn:00046418n	
bn:00028458n	
bn:00056893n	نیزڈیک nasdaq
bn:00019966n	
bn:00034394n	
bn:00005105n	اطلاقی_علم ہندسیاتی_طبیعیات applied_science applied_sciences اطلاقی_علوم اپلائڈ_سائنس اپلائڈ_سائنسسز عملی_علوم نفاذی_علوم engineering_physics اطلاقي_علم اطلاقي_علوم عملي_علوم نفاذي_علوم ہندسياتي_طبيعيات
bn:00064119n	
bn:00056870n	
bn:00077880n	
bn:00013768n	
bn:00016404n	
bn:00076496n	
bn:00065107n	
bn:00059168n	
bn:00066995n	
bn:00042963n	
bn:00066597n	
bn:00003802n	
bn:00068916n	
bn:00058192n	نومبر november
bn:00014710n	مہینا مہینہ ماس‎ ماہ‎ مَہِینا‎ مَہِینَہ‎
bn:00068427n	
bn:00021743n	
bn:00022095n	صارف
bn:00025645n	دسمبر december
bn:00005164n	تخمینہ
bn:00044024n	
bn:00031888n	یورو یورو‎ eur € يورو
bn:00070206n	
bn:00071869n	
bn:00017368n	
bn:00008870n	
bn:00026339n	
bn:00011974n	
bn:00047691n	
bn:00078546n	منگل سہ_شنبہ‎ منگلوار‎ منگل‎
bn:00031998n	شام سندھیا رات‎ شام‎ وکال‎ evening
bn:00058745n	
bn:00021556n	
bn:00080036n	
bn:00046933n	
bn:00007299n	
bn:00008794n	تحت_الساخت بنیادی_ڈھانچہ
bn:00007085n	
